0.0,16.50
2.3,16.50
5.0,16.50
7.5,16.50
10.0,16.50
15.0,22.00
20.0,28.00
25.0,34.00
30.0,40.00
35.0,45.00
40.0,50.00
45.0,55.00
50.0,60.00
60.0,62.00
70.0,80.00
80.0,92.00
90.0,100.00
100.0,100.00
